Name,city,state,country
Poznan University of Life Sciences,,,Poland
Adam Mickiewicz University in Poznan,,,Poland
Jiangxi University of Science and Technology (JUST),,,China
Ningxia Medical University,,,China
Cochin University of Science and Technology,,,India
The Cyprus Institute,,,Cyprus
Nanjing University of Science and Technology,,,China
University of Economics Ho Chi Minh City,,,Vietnam
"Italian National Agency for New Technologies, Energy, and Sustainable Economic Development (ENEA)",,,Italy
"University of California, Santa Barbara",,,United States
National Interuniversity Consortium for Marine Sciences,,,Italy
Mercer University,,,United States
Isfahan University of Technology,,,Iran
"Chinese Academy of Sciences, Guangzhou Branch",,,China
Khalifa University of Science and Technology (KU),,,United Arab Emirates
Liaoning University,,,China
Medical University of Lódź,,,Poland
"Chinese Academy of Sciences, Shenyang Branch",,,China
Chongqing University,,,China
National Physical Laboratory,,,United Kingdom
Tokyo Women's Medical University,,,Japan
MedStar Health Research Institute,,,United States
Liaocheng University,,,China
Michigan Technological University,,,United States
The Norwegian Institute for Nature Research (NINA),,,Norway
"L'Institut national des sciences de l'Univers, CNRS",,,France
Belarusian State Technological University,,,Belarus
J. Craig Venter Institute,,,United States
Hunan Agricultural University,,,China
Hamad Bin Khalifa University,,,Qatar
"Research Centre for Energy, Environment and Technology",,,Spain
Wuhan University of Technology,,,China
University of Southern Brittany,,,France
Medical University - Plovdiv,,,Bulgaria
MetroHealth System,,,United States
University of Alaska System,,,United States
"University of Alaska, Fairbanks",,,United States
European Commission,,,Belgium
Miguel Hernández University,,,Spain
Shandong Normal University,,,China
The Federal Institute for Risk Assessment,,,Germany
"University of Texas, El Paso",,,United States
"University of Texas, San Antonio",,,United States
Hull University Teaching Hospitals NHS Trust,,,United Kingdom
University of Hull,,,United Kingdom
Northeastern University,,,China
Shanghai Normal University,,,China
University of Jinan,,,China
Ministério da Saúde,,,Brazil
National Cancer Center of South Korea,,,South Korea
Arak University,,,Iran
Dongguan University of Technology,,,China
Centre Hospitalier Universitaire de Rennes,,,France
Vaal University of Technology,,,South Africa
Max Planck Institute for Chemistry,,,Germany
Centre National d'Etudes Spatiales (CNES),,,France
Mondragon University,,,Spain
Cyprus University of Technology,,,Cyprus
Academy of Scientific and Innovative Research (AcSIR),,,India
Xi'an University of Architecture and Technology,,,China
The Open University of Sri Lanka,,,Sri Lanka
Muséum national d'Histoire naturelle,,,France
Spanish Institute of Oceanography,,,Spain
Idaho State University,,,United States
Trent University,,,Canada
Universiti Teknologi Petronas,,,Malaysia
Indian Institute of Technology Guwahati,,,India
Mugla Sitki Koçman University,,,Turkey
Qinghai University,,,China
Guangdong University of Technology,,,China
Hull Royal Infirmary,,,United Kingdom
Ca' Foscari University of Venice,,,Italy
Mugla Sitki Koçman University Training Research Hospital,,,Turkey
Yangtze University,,,China
National Cancer Institute,,,United States
National University of Science and Technology (MIS&S),,,Russia
Museum für Naturkunde - Leibniz Institute for Research on Evolution and Biodiversity (MfN),,,Germany
China Meteorological Administration,,,China
Sapientia Hungarian University of Transylvania,,,Romania
Prince Mohammad bin Fahd University,,,Saudi Arabia
Lanzhou University of Technology,,,China
Cyprus Research and Educational Foundation,,,Cyprus
China University of Petroleum East China,,,China
University of Life Sciences in Lublin,,,Poland
King Khalid University,,,Saudi Arabia
Anhui Normal University,,,China
University of Oregon,,,United States
VITO - Flemish Institute for Technological Research,,,Belgium
VTT Technical Research Centre of Finland Ltd,,,Finland
Mississippi State University,,,United States
Chinese Research Academy of Environmental Sciences,,,China
Carnegie Institution for Science,,,United States
Kafrelsheikh University,,,Egypt
China University of Petroleum,,,China
Linnaeus University,,,Sweden
Swedish Environment Research Institute,,,Sweden
Fraunhofer Society for the Advancement of Applied Research,,,Germany
Joint Research Centre of the European Commission HQ,,,Belgium
Shandong University of Technology,,,China
Fraunhofer Institute for Molecular Biology and Applied Ecology (IME),,,Germany
Urmia University,,,Iran
Swiss Ornithological Institute,,,Switzerland
Mälardalen University,,,Sweden
University of Plymouth,,,United Kingdom
Helmholtz Center for Environmental Research (UFZ),,,Germany
Shiraz University,,,Iran
Yozgat Bozok University,,,Turkey
Azienda Ospedaliera Universitaria Integrata Verona,,,Italy
Münster University Hospital,,,Germany
Centre hospitalier universitaire Grenoble-Alpes,,,France
Homi Bhabha National Institute,,,India
Centre Hospitalier Universitaire de Tivoli,,,Belgium
National Research Institute for Family Planning�,,,China
University of Mons,,,Belgium
"Royal National Throat, Nose & Ear Hospital",,,United Kingdom
University of Navarra,,,Spain
Máxima Medical Center,,,Netherlands
Adiyaman University,,,Turkey
Recep Tayyip Erdogan University,,,Turkey
University of Miyazaki,,,Japan
St. James's Hospital,,,Ireland
University of Innsbruck,,,Austria
University Medical Center Freiburg,,,Germany
Unfallkrankenhaus Berlin,,,Germany
Otto von Guericke University Magdeburg,,,Germany
Leeds General Infirmary,,,United Kingdom
St. James' University Hospital,,,United Kingdom
Czech Technical University in Prague,,,Czech Republic
The University of Sheffield,,,United Kingdom
Kirikkale University,,,Turkey
Leeds Dental Institute,,,United Kingdom
Gaziantep University,,,Turkey
University Hospital Centre Zagreb,,,Croatia
Aintree University Hospitals NHS Foundation Trust,,,United Kingdom
Onze Lieve Vrouwe Gasthuis,,,Netherlands
Centre hospitalier universitaire St Pierre,,,Belgium
University Medical Center Mainz,,,Germany
University of Wroclaw,,,Poland
Sheffield Teaching Hospitals NHS Foundation Trust,,,United Kingdom
ORT Braude College,,,Israel
VID Specialized University,,,Norway
Jeroen Bosch Ziekenhuis,,,Netherlands
Mansoura University,,,Egypt
Azienda Ospedaliero-Universitaria di Modena - Policlinico,,,Italy
European Institute of Oncology,,,Italy
Motol University Hospital,,,Czech Republic
Ospedale Bellaria Carlo Alberto Pizzardi,,,Italy
National Cheng Kung University Hospital,,,Taiwan
Aalen University,,,Germany
Nacional de Saúde Doutor Ricardo Jorge,,,Portugal
Charing Cross Hospital,,,United Kingdom
National Institutes for food and drug Control,,,China
University Hospital Southampton NHS Foundation Trust,,,United Kingdom
Francisco de Vitoria University,,,Spain
"Upstate Medical University, State University of New York",,,United States
Hacettepe University Hospitals,,,Turkey
Beykent University,,,Turkey
National University of Tucumán,,,Argentina
Giresun University,,,Turkey
Nationale Forskningscenter for Arbejdsmiljø,,,Denmark
Ladoke Akintola University of Technology,,,Nigeria
Asahikawa Medical University,,,Japan
Universidad Nacional de Rosario,,,Argentina
Birla Institute of Technology & Science,,,India
Jamia Hamdard,,,India
National Institute on Drug Abuse,,,United States
Wroclaw University of Environmental And Life Sciences,,,Poland
"Metropolitan Autonomous University, Unidad Xochimilco",,,Mexico
Nottingham University Hospitals NHS Trust,,,United Kingdom
Silesian University of Technology,,,Poland
Shiga University of Medical Science,,,Japan
Universidade Federal de Sergipe - UFSE,,,Brazil
Cancer Registry of Norway,,,Norway
Universiti Teknologi MARA (UiTM),,,Malaysia
Macau University of Science and Technology,,,China
Niğde Ömer Halisdemir University,,,Turkey
University of Gdansk,,,Poland
Nordsjællands Hospital,,,Denmark
Auburn University,,,United States
Istanbul Sabahattin Zaim University,,,Turkey
Punjabi University,,,India
Shanxi University,,,China
Homerton University Hospital NHS Foundation Trust,,,United Kingdom
Rutgers Cancer Institute of New Jersey,,,United States
University of Ulster,,,United Kingdom
Tartu University Hospital,,,Estonia
Institute of Cardiovascular & Medical Sciences,,,United Kingdom
Yanbian University,,,China
Center for Research and Advanced Studies of the National Polytechnic Institute,,,Mexico
Jawaharlal Nehru Center for Advanced Scientific Research,,,India
University of Reading,,,United Kingdom
Kitasato University,,,Japan
Pondicherry University,,,India
Sardar Patel University,,,India
Tzu Chi General Hospital,,,Taiwan
Iuliu Hatieganu University of Medicine and Pharmacy Cluj-Napoca,,,Romania
Xinxiang Medical University,,,China
Indian Council of Agricultural Research,,,India
Universidad Nacional de La Plata,,,Argentina
Nara Medical University,,,Japan
Indian Institute of Science,,,India
"Queen's Medical Centre, Nottingham",,,United Kingdom
Normandie Université,,,France
University of Dundee,,,United Kingdom
Maharaja Sayajirao University Baroda,,,India
Beijing Institute of Pharmacology & Toxicology,,,China
National Institutes of Natural Sciences (NINS),,,Japan
University of the Balearic Islands,,,Spain
Pontifical Catholic University of Rio Grande do Sul - PUCRS,,,Brazil
Kitasato Institute,,,Japan
East China University of Science and Technology,,,China
Florida Agricultural and Mechanical University,,,United States
Setsunan University,,,Japan
University of Massachusetts Amherst,,,United States
Nencki Institute of Experimental Biology PAS,,,Poland
Amrita University,,,India
Lorestan University,,,Iran
Autonomous University of Sinaloa,,,Mexico
Oncology Institute Prof. Dr. Ion Chiricuta,,,Romania
Indian Veterinary Research Institute,,,India
National Institute for Physiological Sciences,,,Japan
Kyoto Institute of Technology,,,Japan
Islamic Azad University Medical Branch of Tehran,,,Iran
University of Hertfordshire,,,United Kingdom
Hebei University,,,China
Næstved Hospital,,,Denmark
University of Sargodha,,,Pakistan
Eastern Mediterranean University,,,Turkey
North Eastern Hill University,,,India
University of Sadat City,,,Egypt
Comenius University in Bratislava,,,Slovakia
"Constantine the Philosopher University, Nitra",,,Slovakia
Poznan University of Medical Sciences,,,Poland
Yuan Ze University,,,Taiwan
JiLin Agriculture University,,,China
Jining Medical University,,,China
"Chinese Academy of Sciences, Chengdu Branch",,,China
Ohio University,,,United States
Guangxi Normal University,,,China
"Metropolitan Autonomous University, Unidad Iztapalapa",,,Mexico
Kunming University of Science & Technology,,,China
Kyoto University Hospital,,,Japan
Instituto de Ensino e Pesquisa Santa Casa Belo Horizonte,,,Brazil
St. John's University,,,United States
Observatoire Midi-Pyrénés,,,France
Paris West University Nanterre La D�fense,,,France
Bulgarian Academy of Sciences,,,Bulgaria
Qingdao Agricultural University,,,China
National Agriculture and Food Centre,,,Slovakia
Grupo Santa Casa de Belo Horizonte,,,Brazil
Hadj Lakhdar University of Batna,,,Algeria
National Medicines Institute,,,Poland
University of Mohaghegh Ardabili,,,Iran
Victor Babes University of Medicine and Pharmacy of Timisoara,,,Romania
University Hospital Bonn,,,Germany
Eindhoven University of Technology,,,Netherlands
Sheffield Children's Hospital NHS Foundation Trust,,,United Kingdom
Groupe Hospitalier Paris Saint-Joseph,,,France
Institut Pasteur de Lille,,,France
Royal Hallamshire Hospital,,,United Kingdom
Observatoire océanologique de Banyuls sur mer,,,France
Gustave Roussy,,,France
Luzerner Kantonsspital,,,Switzerland
Sheffield Children's Hospital,,,United Kingdom
Osnabrück University,,,Germany
Ninewells Hospital,,,United Kingdom
Royal National Orthopaedic Hospital,,,United Kingdom
Tianjin Medical University Cancer Hospital,,,China
"Mount Sinai Hospital, Toronto",,,Canada
Frankfurt University Hospital,,,Germany
Paracelsus Medical University,,,Austria
Ospedale Pediatrico Bambino Gesú,,,Italy
German Cancer Research Center,,,Germany
Istanbul Florence Nightingale Hospital,,,Turkey
Fondation Ophtalmologique Adolphe de Rothschild,,,France
